ANZSOCGroup,MapDetailName,Region,NumberofVictimisations,NumberofRecords,OccurrenceDayOfWeek,Weapon,YearMonth
AggravatedSexualAssault,NewPlymouthCentral.,TaranakiRegion,1,1,Fri,NotStated,1/04/16
AggravatedSexualAssault,PalmerstonNorthCentral.,Manawatu-WanganuiRegion,1,1,Sat,NotStated,1/04/16
Non-AggravatedSexualAssault,Maewa.,Manawatu-WanganuiRegion,1,1,Sat,NotApplicable,1/04/16
Non-AggravatedSexualAssault,PalmerstonNorthCentral.,Manawatu-WanganuiRegion,1,1,Sun,NotApplicable,1/04/16
AggravatedSexualAssault,BellBlock.,TaranakiRegion,1,1,Thu,NotApplicable,1/04/16
AggravatedSexualAssault,ParaparaumuBeachNorth.,WellingtonRegion,1,1,Thu,NotApplicable,1/04/16
Non-AggravatedSexualAssault,PalmerstonNorthCentral.,Manawatu-WanganuiRegion,1,1,Tue,NotApplicable,1/04/16
Non-AggravatedSexualAssault,Elsdon-Takapuwahia.,WellingtonRegion,1,1,Tue,NotApplicable,1/04/16
AggravatedSexualAssault,AwapuniSouth.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotApplicable,1/04/16
AggravatedSexualAssault,CannonsCreekNorth.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/04/16
Non-AggravatedSexualAssault,Patea.,TaranakiRegion,1,1,UNKNOWN,NotStated,1/04/16
AggravatedSexualAssault,Mascot.,AucklandRegion,1,1,Wed,NotStated,1/04/16
AggravatedSexualAssault,StoneyCreek.,Manawatu-WanganuiRegion,1,1,Mon,NotStated,1/04/16
AggravatedSexualAssault,Marton.,Manawatu-WanganuiRegion,1,1,Sat,NotStated,1/04/16
AggravatedSexualAssault,Merrilands.,TaranakiRegion,1,1,Sun,NotStated,1/04/16
AggravatedSexualAssault,Okoki-Okau.,TaranakiRegion,1,1,Tue,NotApplicable,1/04/16
AggravatedSexualAssault,Kahui.,TaranakiRegion,1,1,UNKNOWN,NotStated,1/04/16
AggravatedSexualAssault,MtAlbertCentral.,AucklandRegion,1,1,Sat,NotApplicable,1/03/16
AggravatedSexualAssault,HomaiEast.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/05/16
Non-AggravatedSexualAssault,PalmerstonNorthCentral.,Manawatu-WanganuiRegion,1,1,Sat,NotStated,1/05/16
Non-AggravatedSexualAssault,PalmerstonNorthCentral.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,Wharekohe-Oakleigh.,NorthlandRegion,1,1,Fri,NotApplicable,1/05/16
AggravatedSexualAssault,StanmoreBayEast.,AucklandRegion,1,1,Fri,NotStated,1/04/16
Non-AggravatedSexualAssault,Oranga.,AucklandRegion,1,1,Sat,NotApplicable,1/03/16
Non-AggravatedSexualAssault,Moturoa.,TaranakiRegion,1,1,Wed,NotApplicable,1/04/16
AggravatedSexualAssault,WhangareiCentral.,NorthlandRegion,1,1,Fri,OtherWeapon,1/04/16
AggravatedSexualAssault,WaimumuNorth.,AucklandRegion,1,1,Mon,NotApplicable,1/04/16
AggravatedSexualAssault,HobsonvilleEast.,AucklandRegion,1,1,Fri,NotStated,1/04/16
Non-AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Sat,NotApplicable,1/03/16
AggravatedSexualAssault,RothesayBay.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/04/16
AggravatedSexualAssault,Fairdene.,AucklandRegion,1,1,Fri,NotStated,1/04/16
AggravatedSexualAssault,Helensville.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/04/16
Non-AggravatedSexualAssault,OneTreeHillEast.,AucklandRegion,1,1,Sat,NotApplicable,1/03/16
Non-AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/11/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/11/15
AggravatedSexualAssault,,,0,1,Fri,NotStated,1/11/15
AggravatedSexualAssault,,,0,1,Mon,NotApplicable,1/11/15
AggravatedSexualAssault,,,0,1,Sat,NotApplicable,1/11/15
AggravatedSexualAssault,,,0,1,Sun,NotApplicable,1/11/15
AggravatedSexualAssault,,,0,1,Sun,NotApplicable,1/11/15
AggravatedSexualAssault,,,0,1,Sun,NotStated,1/11/15
AggravatedSexualAssault,,,0,1,Tue,NotStated,1/11/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/11/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/11/15
AggravatedSexualAssault,,,0,1,Wed,NotApplicable,1/11/15
Non-AggravatedSexualAssault,RabbitIsland.,TasmanRegion,2,1,UNKNOWN,NotApplicable,1/11/15
AggravatedSexualAssault,Featherston.,WellingtonRegion,1,1,Mon,NotStated,1/05/16
AggravatedSexualAssault,OnekawaSouth.,Hawke'sBayRegion,1,1,Tue,NotStated,1/05/16
AggravatedSexualAssault,HastingsCentral.,Hawke'sBayRegion,1,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,HastingsCentral.,Hawke'sBayRegion,1,1,Wed,NotStated,1/05/16
AggravatedSexualAssault,Edmonton.,AucklandRegion,1,1,Sat,NotStated,1/04/16
AggravatedSexualAssault,Warkworth.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/04/16
AggravatedSexualAssault,Albany.,AucklandRegion,1,1,Tue,NotApplicable,1/05/16
Non-AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Sat,NotApplicable,1/05/16
Non-AggravatedSexualAssault,Waltham.,CanterburyRegion,1,1,Sat,NotStated,1/05/16
AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Thu,NotStated,1/05/16
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Wed,NotStated,1/05/16
AggravatedSexualAssault,MorrinsvilleWest.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,Penrose.,AucklandRegion,1,1,Sat,NotStated,1/05/16
Non-AggravatedSexualAssault,Oranga.,AucklandRegion,1,1,Sun,NotApplicable,1/03/16
Non-AggravatedSexualAssault,ParnellWest.,AucklandRegion,1,1,Sun,NotApplicable,1/03/16
AggravatedSexualAssault,FreemansBay.,AucklandRegion,1,1,Sun,NotStated,1/05/16
Non-AggravatedSexualAssault,ParemoremoEast.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/04/16
AggravatedSexualAssault,AvonLoop.,CanterburyRegion,1,1,Fri,NotApplicable,1/04/16
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Fri,NotApplicable,1/04/16
AggravatedSexualAssault,NewtownWest.,WellingtonRegion,1,1,Mon,NotApplicable,1/04/16
Non-AggravatedSexualAssault,Lambton.,WellingtonRegion,1,1,Mon,NotStated,1/04/16
AggravatedSexualAssault,RichmondSouth.,CanterburyRegion,1,1,Sat,NotApplicable,1/04/16
AggravatedSexualAssault,SouthHead.,AucklandRegion,1,1,Sat,NotStated,1/04/16
AggravatedSexualAssault,Lambton.,WellingtonRegion,1,1,Fri,NotApplicable,1/04/16
AggravatedSexualAssault,Lambton.,WellingtonRegion,1,1,Fri,NotStated,1/04/16
AggravatedSexualAssault,EpuniWest.,WellingtonRegion,1,1,Sun,NotStated,1/04/16
AggravatedSexualAssault,Papanui.,CanterburyRegion,1,1,Thu,NotStated,1/04/16
AggravatedSexualAssault,Grampians.,NelsonRegion,1,1,Tue,NotStated,1/04/16
AggravatedSexualAssault,HuttCentral.,WellingtonRegion,1,1,UNKNOWN,NotStated,1/04/16
AggravatedSexualAssault,Mackenzie.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/04/16
AggravatedSexualAssault,ThreeKings.,AucklandRegion,1,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Thu,NotApplicable,1/03/16
AggravatedSexualAssault,Balmoral.,AucklandRegion,1,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,HaraniaWest.,AucklandRegion,1,1,Thu,NotStated,1/03/16
Non-AggravatedSexualAssault,Ensors.,CanterburyRegion,1,1,Sat,NotStated,1/04/16
AggravatedSexualAssault,MtSomers.,CanterburyRegion,1,1,Sun,NotApplicable,1/04/16
AggravatedSexualAssault,JelliePark.,CanterburyRegion,1,1,Sun,NotStated,1/04/16
AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Thu,NotApplicable,1/04/16
AggravatedSexualAssault,Phillipstown.,CanterburyRegion,1,1,Tue,NotApplicable,1/04/16
AggravatedSexualAssault,Wainoni.,CanterburyRegion,1,1,Tue,NotApplicable,1/04/16
AggravatedSexualAssault,RapakiTrack.,CanterburyRegion,1,1,Tue,NotApplicable,1/04/16
Non-AggravatedSexualAssault,LinwoodEast.,CanterburyRegion,1,1,Tue,NotApplicable,1/04/16
AggravatedSexualAssault,HuttCentral.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/04/16
AggravatedSexualAssault,HomaiEast.,AucklandRegion,1,1,UNKNOWN,NotStated,1/05/16
Non-AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Thu,NotApplicable,1/03/16
AggravatedSexualAssault,NewWindsor.,AucklandRegion,1,1,Wed,NotApplicable,1/05/16
Non-AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Thu,NotApplicable,1/03/16
AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Wed,NotStated,1/05/16
AggravatedSexualAssault,BanksPeninsulaEasternBays.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/04/16
AggravatedSexualAssault,Sydenham.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/04/16
AggravatedSexualAssault,Broomfield.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/04/16
AggravatedSexualAssault,HornbySouth.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/04/16
AggravatedSexualAssault,Prebbleton.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/04/16
AggravatedSexualAssault,IselPark.,NelsonRegion,1,1,UNKNOWN,NotApplicable,1/04/16
AggravatedSexualAssault,Renwick.,MarlboroughRegion,1,1,UNKNOWN,NotApplicable,1/04/16
Non-AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Thu,NotApplicable,1/03/16
AggravatedSexualAssault,IselPark.,NelsonRegion,1,1,Wed,NotStated,1/04/16
AggravatedSexualAssault,Trident.,BayofPlentyRegion,1,1,Sun,NotStated,1/04/16
AggravatedSexualAssault,Ohauiti-Ngapeke.,BayofPlentyRegion,1,1,Fri,NotApplicable,1/04/16
AggravatedSexualAssault,MaketuCommunity.,BayofPlentyRegion,1,1,Thu,NotStated,1/04/16
AggravatedSexualAssault,Glenview.,WaikatoRegion,1,1,Sat,NotStated,1/04/16
AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Sun,NotStated,1/04/16
AggravatedSexualAssault,Porritt.,WaikatoRegion,1,1,Sun,NotStated,1/04/16
AggravatedSexualAssault,Moanataiari.,WaikatoRegion,1,1,Thu,NotStated,1/04/16
AggravatedSexualAssault,Ambury.,AucklandRegion,1,1,Wed,NotStated,1/05/16
AggravatedSexualAssault,FeildingNorth.,Manawatu-WanganuiRegion,1,1,Mon,NotStated,1/05/16
AggravatedSexualAssault,StruanPark.,TaranakiRegion,1,1,Sun,NotStated,1/05/16
AggravatedSexualAssault,BellBlock.,TaranakiRegion,1,1,Thu,NotApplicable,1/05/16
AggravatedSexualAssault,Midhirst.,TaranakiRegion,1,1,Thu,NotApplicable,1/05/16
AggravatedSexualAssault,UpperAramoho.,Manawatu-WanganuiRegion,1,1,Thu,NotStated,1/05/16
AggravatedSexualAssault,Kahui.,TaranakiRegion,1,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,Waiopehu.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,FavonaWest.,AucklandRegion,1,1,Tue,NotApplicable,1/03/16
AggravatedSexualAssault,WeymouthEast.,AucklandRegion,1,1,Tue,NotApplicable,1/03/16
AggravatedSexualAssault,MtEdenNorth.,AucklandRegion,1,1,UNKNOWN,None,1/03/16
AggravatedSexualAssault,Horahora.,NorthlandRegion,1,1,Sat,NotStated,1/05/16
AggravatedSexualAssault,Vipond.,AucklandRegion,1,1,Sun,NotStated,1/05/16
AggravatedSexualAssault,Renwick.,MarlboroughRegion,1,1,UNKNOWN,NotStated,1/04/16
Non-AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,2,1,UNKNOWN,NotApplicable,1/04/16
AggravatedSexualAssault,RangioraCentral.,CanterburyRegion,1,1,Wed,NotApplicable,1/04/16
AggravatedSexualAssault,WhakataneNorth.,BayofPlentyRegion,1,1,Sun,NotApplicable,1/04/16
AggravatedSexualAssault,Doncaster.,BayofPlentyRegion,1,1,Fri,NotApplicable,1/04/16
AggravatedSexualAssault,TeMaunga.,BayofPlentyRegion,1,1,Fri,NotApplicable,1/04/16
AggravatedSexualAssault,Bader.,WaikatoRegion,1,1,Fri,NotApplicable,1/04/16
Non-AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Sat,NotApplicable,1/04/16
AggravatedSexualAssault,HillsboroughEast.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/03/16
AggravatedSexualAssault,TikipungaEast.,NorthlandRegion,1,1,Thu,NotStated,1/05/16
AggravatedSexualAssault,TakapunaCentral.,AucklandRegion,1,1,Thu,NotStated,1/05/16
AggravatedSexualAssault,Wiri.,AucklandRegion,1,1,UNKNOWN,NotStated,1/03/16
AggravatedSexualAssault,Tairua.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/04/16
AggravatedSexualAssault,Koutu.,BayofPlentyRegion,1,1,Thu,NotStated,1/04/16
AggravatedSexualAssault,NorthDunedin.,OtagoRegion,1,1,Mon,NotApplicable,1/04/16
Non-AggravatedSexualAssault,StuartSt-FrederickSt.,OtagoRegion,1,1,Sun,NotApplicable,1/04/16
Non-AggravatedSexualAssault,Caversham.,OtagoRegion,1,1,Thu,NotApplicable,1/04/16
AggravatedSexualAssault,GreenIsland.,OtagoRegion,1,1,Tue,NotApplicable,1/04/16
AggravatedSexualAssault,OamaruNorth.,OtagoRegion,1,1,UNKNOWN,NotApplicable,1/04/16
AggravatedSexualAssault,OranaPark.,OtagoRegion,1,1,UNKNOWN,NotStated,1/04/16
Non-AggravatedSexualAssault,HighSt-StuartSt.,OtagoRegion,2,1,UNKNOWN,NotApplicable,1/04/16
AggravatedSexualAssault,Belleknowes.,OtagoRegion,1,1,Sun,NotStated,1/04/16
AggravatedSexualAssault,ParnellWest.,AucklandRegion,1,1,Wed,NotApplicable,1/03/16
AggravatedSexualAssault,Kohuora.,AucklandRegion,1,1,Wed,NotApplicable,1/03/16
Non-AggravatedSexualAssault,MtWellingtonSouth.,AucklandRegion,1,1,Wed,NotApplicable,1/03/16
AggravatedSexualAssault,BeachhavenSouth.,AucklandRegion,1,1,Wed,NotStated,1/05/16
AggravatedSexualAssault,KilbirnieEast.,WellingtonRegion,1,1,Sun,NotStated,1/05/16
AggravatedSexualAssault,Fendalton.,CanterburyRegion,1,1,Sun,NotStated,1/05/16
AggravatedSexualAssault,Yaldhurst.,CanterburyRegion,1,1,Sun,NotStated,1/05/16
AggravatedSexualAssault,Burnside.,CanterburyRegion,1,1,Sun,NotStated,1/05/16
Non-AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Wed,NotApplicable,1/03/16
AggravatedSexualAssault,OretiBeach.,SouthlandRegion,1,1,Mon,NotApplicable,1/04/16
AggravatedSexualAssault,Wallacetown.,SouthlandRegion,1,1,Sat,NotApplicable,1/04/16
AggravatedSexualAssault,,,0,1,Fri,NotApplicable,1/05/16
AggravatedSexualAssault,,,0,1,Tue,NotApplicable,1/05/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,,,0,1,Fri,NotApplicable,1/05/16
AggravatedSexualAssault,HokitikaUrban.,WestCoastRegion,1,1,Tue,NotStated,1/05/16
AggravatedSexualAssault,AshburtonCentralWest.,CanterburyRegion,1,1,Tue,NotStated,1/05/16
AggravatedSexualAssault,Addington.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,Kawerau.,BayofPlentyRegion,1,1,Fri,NotStated,1/05/16
AggravatedSexualAssault,Kawerau.,BayofPlentyRegion,1,1,Mon,NotStated,1/05/16
AggravatedSexualAssault,PalmSprings.,BayofPlentyRegion,1,1,Fri,NotStated,1/05/16
AggravatedSexualAssault,Judea.,BayofPlentyRegion,1,1,Fri,NotStated,1/05/16
AggravatedSexualAssault,TePukeEast.,BayofPlentyRegion,1,1,Mon,NotApplicable,1/05/16
AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Fri,NotStated,1/05/16
AggravatedSexualAssault,Nawton.,WaikatoRegion,1,1,Mon,NotStated,1/05/16
AggravatedSexualAssault,,,0,1,Fri,NotApplicable,1/05/16
AggravatedSexualAssault,,,0,1,Fri,NotStated,1/05/16
AggravatedSexualAssault,,,0,1,Mon,NotApplicable,1/05/16
AggravatedSexualAssault,,,0,1,Mon,NotApplicable,1/05/16
AggravatedSexualAssault,,,0,1,Thu,None,1/05/16
AggravatedSexualAssault,,,0,1,Thu,NotApplicable,1/05/16
AggravatedSexualAssault,,,0,1,Thu,NotApplicable,1/05/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/05/16
Non-AggravatedSexualAssault,AucklandCentralEast.,AucklandRegion,1,1,Wed,NotApplicable,1/03/16
AggravatedSexualAssault,CastlecliffNorth.,Manawatu-WanganuiRegion,1,1,Fri,NotStated,1/03/16
AggravatedSexualAssault,Eltham.,TaranakiRegion,1,1,Sat,NotApplicable,1/03/16
AggravatedSexualAssault,HaweraSouth.,TaranakiRegion,1,1,Sat,NotStated,1/03/16
Non-AggravatedSexualAssault,PalmerstonNorthCentral.,Manawatu-WanganuiRegion,1,1,Thu,NotStated,1/03/16
Non-AggravatedSexualAssault,Foxton.,Manawatu-WanganuiRegion,1,1,Thu,NotStated,1/03/16
AggravatedSexualAssault,StruanPark.,TaranakiRegion,1,1,Tue,NotApplicable,1/03/16
AggravatedSexualAssault,WaitaraEast.,TaranakiRegion,1,1,Tue,NotApplicable,1/03/16
AggravatedSexualAssault,Foxton.,Manawatu-WanganuiRegion,1,1,Tue,NotStated,1/03/16
AggravatedSexualAssault,TeHoro.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/03/16
Non-AggravatedSexualAssault,Fordell-Kakatahi.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/03/16
AggravatedSexualAssault,University.,WaikatoRegion,1,1,Wed,NotStated,1/05/16
AggravatedSexualAssault,WesternHeights.,BayofPlentyRegion,1,1,Fri,NotStated,1/05/16
AggravatedSexualAssault,WesternHeights.,BayofPlentyRegion,1,1,Fri,NotStated,1/05/16
AggravatedSexualAssault,FairySprings.,BayofPlentyRegion,1,1,Fri,NotStated,1/05/16
AggravatedSexualAssault,Kuirau.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,StuartSt-FrederickSt.,OtagoRegion,1,1,Thu,NotApplicable,1/05/16
AggravatedSexualAssault,OamaruCentral.,OtagoRegion,1,1,Thu,NotApplicable,1/05/16
Non-AggravatedSexualAssault,Caledonian.,OtagoRegion,1,1,Thu,NotApplicable,1/05/16
AggravatedSexualAssault,OtagoUniversity.,OtagoRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,Clinton.,OtagoRegion,1,1,UNKNOWN,NotApplicable,1/05/16
Non-AggravatedSexualAssault,OtagoUniversity.,OtagoRegion,1,1,UNKNOWN,NotApplicable,1/05/16
Non-AggravatedSexualAssault,Fordell-Kakatahi.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/03/16
AggravatedSexualAssault,LongBay.,AucklandRegion,1,1,Fri,NotApplicable,1/03/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,,,0,1,Wed,NotApplicable,1/05/16
AggravatedSexualAssault,,,0,1,Wed,NotApplicable,1/05/16
AggravatedSexualAssault,Inlet-PortFitzroy.,AucklandRegion,1,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,Kingdale.,AucklandRegion,1,1,Fri,NotStated,1/03/16
Non-AggravatedSexualAssault,Appleby-Kew.,SouthlandRegion,1,1,Sat,NotApplicable,1/05/16
AggravatedSexualAssault,Waikaia.,SouthlandRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,Appleby-Kew.,SouthlandRegion,1,1,Wed,NotApplicable,1/05/16
Non-AggravatedSexualAssault,Orewa.,AucklandRegion,1,1,Mon,NotApplicable,1/03/16
AggravatedSexualAssault,WaihekeIsland.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,HendersonNorth.,AucklandRegion,1,1,Sat,Knife,1/03/16
AggravatedSexualAssault,Awhitu.,AucklandRegion,1,1,Sat,NotApplicable,1/05/16
Non-AggravatedSexualAssault,WindsorPark.,AucklandRegion,1,1,Sat,NotApplicable,1/03/16
AggravatedSexualAssault,Beachlands-Maraetai.,AucklandRegion,1,1,Thu,NotStated,1/05/16
AggravatedSexualAssault,EmeraldHill.,WellingtonRegion,1,1,Thu,NotApplicable,1/05/16
AggravatedSexualAssault,GisborneAirport.,GisborneRegion,1,1,UNKNOWN,Bludgeon,1/05/16
AggravatedSexualAssault,ParnellWest.,AucklandRegion,1,1,Fri,NotApplicable,1/05/16
AggravatedSexualAssault,WeitiRiver.,AucklandRegion,1,1,Sun,NotApplicable,1/03/16
AggravatedSexualAssault,Ngapuhi-Kaikou.,NorthlandRegion,1,1,Thu,NotApplicable,1/03/16
AggravatedSexualAssault,Heidelberg.,SouthlandRegion,1,1,Wed,NotApplicable,1/05/16
AggravatedSexualAssault,MararoaRiver.,SouthlandRegion,1,1,UNKNOWN,NotApplicable,1/05/16
Non-AggravatedSexualAssault,,,0,1,Fri,NotApplicable,1/06/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,,,0,1,Fri,NotApplicable,1/06/16
Non-AggravatedSexualAssault,,,0,1,Mon,NotApplicable,1/06/16
Non-AggravatedSexualAssault,,,0,1,Tue,NotStated,1/06/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/06/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/06/16
AggravatedSexualAssault,AucklandHarbourside.,AucklandRegion,1,1,Fri,NotApplicable,1/05/16
AggravatedSexualAssault,KamoEast.,NorthlandRegion,1,1,Tue,NotApplicable,1/03/16
AggravatedSexualAssault,Waiake.,AucklandRegion,1,1,Tue,NotStated,1/03/16
AggravatedSexualAssault,HomaiEast.,AucklandRegion,1,1,Fri,NotApplicable,1/05/16
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/06/16
AggravatedSexualAssault,,,0,1,Wed,NotApplicable,1/06/16
Non-AggravatedSexualAssault,Inlet-WhangareiHarbour.,NorthlandRegion,1,1,Fri,NotApplicable,1/06/16
Non-AggravatedSexualAssault,WaikowhaiEast.,AucklandRegion,1,1,Fri,NotApplicable,1/05/16
AggravatedSexualAssault,PukekoheNorth.,AucklandRegion,1,1,Fri,NotApplicable,1/06/16
Non-AggravatedSexualAssault,BreamBay.,NorthlandRegion,1,1,Tue,NotApplicable,1/03/16
AggravatedSexualAssault,NarrowNeck.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/03/16
AggravatedSexualAssault,OtahuhuWest.,AucklandRegion,1,1,Mon,NotStated,1/05/16
AggravatedSexualAssault,BrownsBay.,AucklandRegion,1,1,UNKNOWN,NotStated,1/03/16
AggravatedSexualAssault,MtAlbertCentral.,AucklandRegion,1,1,Sat,NotApplicable,1/05/16
AggravatedSexualAssault,Rosehill.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,Makaraka.,GisborneRegion,1,1,Fri,NotApplicable,1/06/16
AggravatedSexualAssault,KaitiSouth.,GisborneRegion,1,1,Fri,NotApplicable,1/06/16
Non-AggravatedSexualAssault,BridgePa.,Hawke'sBayRegion,1,1,Fri,NotStated,1/06/16
AggravatedSexualAssault,Glendale.,WellingtonRegion,1,1,Mon,NotStated,1/06/16
Non-AggravatedSexualAssault,TamateaSouth.,Hawke'sBayRegion,1,1,Mon,NotApplicable,1/06/16
Non-AggravatedSexualAssault,Meeanee.,Hawke'sBayRegion,1,1,Mon,NotApplicable,1/06/16
AggravatedSexualAssault,HastingsCentral.,Hawke'sBayRegion,1,1,Sat,NotApplicable,1/06/16
AggravatedSexualAssault,Poraiti.,Hawke'sBayRegion,1,1,Sun,NotApplicable,1/06/16
AggravatedSexualAssault,AvalonWest.,WellingtonRegion,1,1,Sun,NotApplicable,1/06/16
AggravatedSexualAssault,FlaxmereEast.,Hawke'sBayRegion,1,1,Tue,NotApplicable,1/06/16
AggravatedSexualAssault,GraftonEast.,AucklandRegion,1,1,Sat,NotApplicable,1/05/16
AggravatedSexualAssault,MangereSouth.,AucklandRegion,1,1,Sat,NotApplicable,1/05/16
AggravatedSexualAssault,HastingsCentral.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,Meeanee.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,BluffHill.,Hawke'sBayRegion,1,1,Wed,NotApplicable,1/06/16
AggravatedSexualAssault,PapatoetoeCentral.,AucklandRegion,1,1,Fri,NotApplicable,1/06/16
AggravatedSexualAssault,Beaumont.,AucklandRegion,1,1,Sun,NotApplicable,1/05/16
AggravatedSexualAssault,HendersonNorth.,AucklandRegion,1,1,Wed,NotApplicable,1/03/16
AggravatedSexualAssault,TeKainga.,WellingtonRegion,1,1,Fri,NotApplicable,1/03/16
AggravatedSexualAssault,Brooklyn.,WellingtonRegion,1,1,Mon,NotApplicable,1/03/16
Non-AggravatedSexualAssault,EpuniEast.,WellingtonRegion,1,1,Mon,NotApplicable,1/03/16
AggravatedSexualAssault,MtVictoriaWest.,WellingtonRegion,1,1,Sat,NotStated,1/03/16
AggravatedSexualAssault,Bexley.,CanterburyRegion,1,1,Sat,NotApplicable,1/03/16
AggravatedSexualAssault,WoodendWest.,CanterburyRegion,1,1,Sat,NotApplicable,1/03/16
AggravatedSexualAssault,ClendonSouth.,AucklandRegion,1,1,Sun,NotApplicable,1/05/16
AggravatedSexualAssault,Oratia.,AucklandRegion,1,1,Mon,NotStated,1/06/16
AggravatedSexualAssault,EllerslieNorth.,AucklandRegion,1,1,Sun,NotApplicable,1/06/16
Non-AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Sun,NotApplicable,1/05/16
Non-AggravatedSexualAssault,Phillipstown.,CanterburyRegion,1,1,Sat,NotApplicable,1/03/16
Non-AggravatedSexualAssault,Hinds.,CanterburyRegion,1,1,Sat,NotStated,1/03/16
