ANZSOCGroup,MapDetailName,Region,NumberofVictimisations,NumberofRecords,OccurrenceDayOfWeek,Weapon,YearMonth
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Sun,NotStated,1/03/16
AggravatedSexualAssault,Seaview.,CanterburyRegion,1,1,Sun,NotStated,1/03/16
Non-AggravatedSexualAssault,MtCook-WallaceStreet.,WellingtonRegion,1,1,Sun,NotApplicable,1/03/16
Non-AggravatedSexualAssault,Broads.,NelsonRegion,1,1,Sun,NotApplicable,1/03/16
AggravatedSexualAssault,JelliePark.,CanterburyRegion,1,1,Thu,NotApplicable,1/03/16
Non-AggravatedSexualAssault,Lambton.,WellingtonRegion,1,1,Thu,NotApplicable,1/03/16
AggravatedSexualAssault,Esplanade.,WellingtonRegion,1,1,Tue,NotApplicable,1/03/16
AggravatedSexualAssault,HornbyNorth.,CanterburyRegion,1,1,Tue,NotApplicable,1/03/16
AggravatedSexualAssault,IslandBayWest.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/03/16
AggravatedSexualAssault,AucklandCentralEast.,AucklandRegion,1,1,Thu,NotApplicable,1/06/16
AggravatedSexualAssault,PakurangaEast.,AucklandRegion,1,1,Thu,NotApplicable,1/05/16
Non-AggravatedSexualAssault,MissionBay.,AucklandRegion,1,1,Thu,NotApplicable,1/06/16
Non-AggravatedSexualAssault,Waterview.,AucklandRegion,1,1,Thu,NotApplicable,1/05/16
AggravatedSexualAssault,RedoubtSouth.,AucklandRegion,1,1,Tue,NotApplicable,1/06/16
AggravatedSexualAssault,Islington.,CanterburyRegion,1,1,Wed,NotApplicable,1/03/16
AggravatedSexualAssault,Otakiri.,BayofPlentyRegion,1,1,Mon,NotStated,1/03/16
AggravatedSexualAssault,MtMaunganuiNorth.,BayofPlentyRegion,1,1,Sat,NotApplicable,1/03/16
AggravatedSexualAssault,MtMaunganuiNorth.,BayofPlentyRegion,2,1,Sat,NotStated,1/03/16
Non-AggravatedSexualAssault,TeReti.,BayofPlentyRegion,2,1,Tue,NotStated,1/03/16
Non-AggravatedSexualAssault,TaurangaCentral.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/03/16
AggravatedSexualAssault,Kaimai.,BayofPlentyRegion,1,1,Wed,NotApplicable,1/03/16
Non-AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Sat,NotApplicable,1/03/16
AggravatedSexualAssault,Ngaruawahia.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/03/16
AggravatedSexualAssault,PointChevalierEast.,AucklandRegion,1,1,Tue,NotApplicable,1/05/16
Non-AggravatedSexualAssault,OnehungaSouthEast.,AucklandRegion,1,1,Tue,NotApplicable,1/06/16
AggravatedSexualAssault,ManurewaCentral.,AucklandRegion,1,1,Tue,NotApplicable,1/05/16
AggravatedSexualAssault,WaikowhaiEast.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,Fairburn.,AucklandRegion,2,1,UNKNOWN,NotApplicable,1/05/16
Non-AggravatedSexualAssault,HamiltonLake.,WaikatoRegion,1,1,UNKNOWN,NotApplicable,1/03/16
Non-AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Wed,NotStated,1/03/16
AggravatedSexualAssault,Kaipaki.,WaikatoRegion,1,1,Sat,NotApplicable,1/03/16
Non-AggravatedSexualAssault,Parawai.,WaikatoRegion,1,1,Sun,NotApplicable,1/03/16
Non-AggravatedSexualAssault,Parawai.,WaikatoRegion,1,1,Tue,NotApplicable,1/03/16
AggravatedSexualAssault,TokoroaCentral.,WaikatoRegion,1,1,Sat,NotApplicable,1/03/16
Non-AggravatedSexualAssault,KelstonCentral.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,Balmoral.,AucklandRegion,2,1,UNKNOWN,NotApplicable,1/06/16
Non-AggravatedSexualAssault,NewLynnSouth.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,PointChevalierSouth.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/06/16
Non-AggravatedSexualAssault,OneTreeHillEast.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,WeymouthEast.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,UNKNOWN,NotStated,1/06/16
AggravatedSexualAssault,Ambury.,AucklandRegion,1,1,Wed,NotApplicable,1/05/16
AggravatedSexualAssault,Woodglen.,AucklandRegion,1,1,Wed,NotApplicable,1/06/16
AggravatedSexualAssault,Wiri.,AucklandRegion,2,1,Wed,NotApplicable,1/05/16
AggravatedSexualAssault,NewLynnSouth.,AucklandRegion,1,1,Wed,NotStated,1/06/16
Non-AggravatedSexualAssault,PointChevalierEast.,AucklandRegion,1,1,Wed,NotApplicable,1/06/16
Non-AggravatedSexualAssault,Waitangirua.,WellingtonRegion,1,1,Mon,NotStated,1/06/16
Non-AggravatedSexualAssault,Ohakune.,Manawatu-WanganuiRegion,1,1,Sun,NotStated,1/06/16
AggravatedSexualAssault,Fordell-Kakatahi.,Manawatu-WanganuiRegion,1,1,Thu,NotApplicable,1/06/16
Non-AggravatedSexualAssault,PoriruaEast.,WellingtonRegion,1,1,Tue,NotApplicable,1/06/16
AggravatedSexualAssault,Highbury.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,Westbrook.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotApplicable,1/06/16
Non-AggravatedSexualAssault,Fairburn.,AucklandRegion,1,1,Wed,NotApplicable,1/05/16
Non-AggravatedSexualAssault,Roslyn.,Manawatu-WanganuiRegion,1,1,Mon,NotApplicable,1/05/16
Non-AggravatedSexualAssault,PoriruaCentral.,WellingtonRegion,1,1,Mon,NotApplicable,1/05/16
AggravatedSexualAssault,StratfordWest.,TaranakiRegion,1,1,Sat,NotApplicable,1/05/16
AggravatedSexualAssault,Moturoa.,TaranakiRegion,1,1,Sun,NotApplicable,1/05/16
AggravatedSexualAssault,HaweraNorth.,TaranakiRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,CooksGardens.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,WaikanaeWest.,WellingtonRegion,1,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,GlenfieldCentral.,AucklandRegion,1,1,Sat,OtherWeapon,1/06/16
Non-AggravatedSexualAssault,RaumangaWest.,NorthlandRegion,1,1,Sat,NotApplicable,1/06/16
Non-AggravatedSexualAssault,Albany.,AucklandRegion,1,1,Fri,NotApplicable,1/05/16
AggravatedSexualAssault,Ngapuhi-Kaikou.,NorthlandRegion,1,1,Mon,NotApplicable,1/05/16
Non-AggravatedSexualAssault,GlenfieldCentral.,AucklandRegion,1,1,Sat,NotApplicable,1/06/16
AggravatedSexualAssault,Mairtown.,NorthlandRegion,1,1,Sun,NotApplicable,1/06/16
AggravatedSexualAssault,GlenfieldNorth.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,Kaikohe.,NorthlandRegion,1,1,Mon,NotStated,1/05/16
AggravatedSexualAssault,CapeRodneySouth.,AucklandRegion,1,1,Mon,NotStated,1/05/16
AggravatedSexualAssault,Chelsea.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,StarlingPark.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,CapeRodney.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,Vinetown.,NorthlandRegion,1,1,Sat,NotApplicable,1/05/16
AggravatedSexualAssault,Awaruku.,AucklandRegion,1,1,Thu,NotApplicable,1/05/16
Non-AggravatedSexualAssault,KumeuWest.,AucklandRegion,1,1,Tue,NotApplicable,1/05/16
AggravatedSexualAssault,Ahipara.,NorthlandRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,StanmoreBayEast.,AucklandRegion,1,1,Wed,NotApplicable,1/06/16
Non-AggravatedSexualAssault,Ngapuhi-Kaikou.,NorthlandRegion,1,1,Wed,NotStated,1/06/16
AggravatedSexualAssault,Wellsford.,AucklandRegion,1,1,Wed,NotApplicable,1/05/16
AggravatedSexualAssault,Belfast.,CanterburyRegion,1,1,Fri,NotStated,1/05/16
Non-AggravatedSexualAssault,WaterlooEast.,WellingtonRegion,1,1,Fri,NotApplicable,1/05/16
Non-AggravatedSexualAssault,MtCook-WallaceStreet.,WellingtonRegion,1,1,Mon,NotApplicable,1/05/16
AggravatedSexualAssault,AllentonWest.,CanterburyRegion,1,1,Sat,NotApplicable,1/05/16
Non-AggravatedSexualAssault,Lambton.,WellingtonRegion,1,1,Sat,NotApplicable,1/05/16
AggravatedSexualAssault,Riccarton.,CanterburyRegion,1,1,Sun,NotApplicable,1/05/16
AggravatedSexualAssault,KilbirnieWest-HataitaiSouth.,WellingtonRegion,1,1,Fri,NotApplicable,1/06/16
Non-AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Fri,NotApplicable,1/06/16
Non-AggravatedSexualAssault,Waimataitai.,CanterburyRegion,1,1,Fri,NotApplicable,1/06/16
AggravatedSexualAssault,Phillipstown.,CanterburyRegion,1,1,Mon,NotApplicable,1/06/16
AggravatedSexualAssault,Akaroa.,CanterburyRegion,1,1,Sat,NotApplicable,1/06/16
Non-AggravatedSexualAssault,HuttCentral.,WellingtonRegion,1,1,Sat,NotApplicable,1/06/16
AggravatedSexualAssault,Russley.,CanterburyRegion,1,1,Sun,NotApplicable,1/06/16
AggravatedSexualAssault,MotuekaWest.,TasmanRegion,1,1,Sun,NotApplicable,1/06/16
AggravatedSexualAssault,Northcote.,CanterburyRegion,1,1,Thu,NotApplicable,1/06/16
AggravatedSexualAssault,Maitlands.,NelsonRegion,1,1,Thu,NotApplicable,1/06/16
Non-AggravatedSexualAssault,HuttCentral.,WellingtonRegion,1,1,Thu,NotApplicable,1/06/16
Non-AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Thu,NotApplicable,1/06/16
AggravatedSexualAssault,NewBrighton.,CanterburyRegion,1,1,Sun,NotApplicable,1/05/16
Non-AggravatedSexualAssault,Lambton.,WellingtonRegion,1,1,Tue,NotApplicable,1/05/16
Non-AggravatedSexualAssault,MtCook-WallaceStreet.,WellingtonRegion,1,1,Tue,NotApplicable,1/05/16
AggravatedSexualAssault,LinwoodEast.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,Aidanfield.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,RangioraCentral.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,Sydenham.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,UpperRiccarton.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/05/16
Non-AggravatedSexualAssault,UpperRiccarton.,CanterburyRegion,2,1,UNKNOWN,NotApplicable,1/05/16
Non-AggravatedSexualAssault,UpperRiccarton.,CanterburyRegion,2,1,UNKNOWN,NotStated,1/05/16
AggravatedSexualAssault,Dallington.,CanterburyRegion,1,1,Wed,NotApplicable,1/05/16
AggravatedSexualAssault,Spreydon.,CanterburyRegion,1,1,Wed,NotStated,1/05/16
AggravatedSexualAssault,Allandale-Mokorua.,BayofPlentyRegion,1,1,Tue,NotApplicable,1/05/16
Non-AggravatedSexualAssault,Coastlands.,BayofPlentyRegion,1,1,Tue,NotApplicable,1/05/16
Non-AggravatedSexualAssault,PalmBeach.,BayofPlentyRegion,1,1,Sat,NotApplicable,1/05/16
Non-AggravatedSexualAssault,YattonPark.,BayofPlentyRegion,1,1,Wed,NotStated,1/05/16
AggravatedSexualAssault,Swarbrick.,WaikatoRegion,1,1,Mon,NotApplicable,1/05/16
Non-AggravatedSexualAssault,Claudelands.,WaikatoRegion,1,1,Sat,NotStated,1/05/16
Non-AggravatedSexualAssault,HamiltonLake.,WaikatoRegion,1,1,Thu,NotStated,1/05/16
AggravatedSexualAssault,HamiltonLake.,WaikatoRegion,1,1,Tue,NotStated,1/05/16
AggravatedSexualAssault,University.,WaikatoRegion,1,1,UNKNOWN,NotApplicable,1/05/16
AggravatedSexualAssault,LakeCameron.,WaikatoRegion,1,1,Fri,NotApplicable,1/05/16
AggravatedSexualAssault,Parawai.,WaikatoRegion,1,1,Mon,NotStated,1/05/16
AggravatedSexualAssault,Paraonui.,WaikatoRegion,1,1,Mon,NotStated,1/05/16
Non-AggravatedSexualAssault,Mayfield.,MarlboroughRegion,1,1,Tue,NotApplicable,1/06/16
AggravatedSexualAssault,HornbySouth.,CanterburyRegion,1,1,UNKNOWN,None,1/06/16
AggravatedSexualAssault,RedwoodSouth.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,Sydenham.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,Seaview.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,Eyrewell.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/06/16
Non-AggravatedSexualAssault,MtPleasant.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/06/16
AggravatedSexualAssault,KilbirnieEast.,WellingtonRegion,1,1,Wed,NotStated,1/06/16
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Wed,NotApplicable,1/06/16
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Wed,NotStated,1/06/16
Non-AggravatedSexualAssault,AroStreet-NairnStreet.,WellingtonRegion,1,1,Wed,NotApplicable,1/06/16
Non-AggravatedSexualAssault,RiccartonWest.,CanterburyRegion,1,1,Wed,NotApplicable,1/06/16
AggravatedSexualAssault,TePuna.,BayofPlentyRegion,1,1,Tue,NotStated,1/06/16
AggravatedSexualAssault,Omanu.,BayofPlentyRegion,1,1,UNKNOWN,NotStated,1/06/16
AggravatedSexualAssault,Claudelands.,WaikatoRegion,1,1,Fri,NotStated,1/06/16
AggravatedSexualAssault,Regent.,NorthlandRegion,1,1,Wed,NotStated,1/07/14
Non-AggravatedSexualAssault,ParrsPark.,AucklandRegion,1,1,Wed,NotApplicable,1/07/14
AggravatedSexualAssault,Papanui.,CanterburyRegion,1,1,Mon,NotApplicable,1/07/14
Non-AggravatedSexualAssault,Sockburn.,CanterburyRegion,1,1,Mon,NotApplicable,1/07/14
AggravatedSexualAssault,Broomfield.,CanterburyRegion,1,1,Sat,NotApplicable,1/07/14
AggravatedSexualAssault,Wharenui.,CanterburyRegion,1,1,Sat,NotApplicable,1/07/14
Non-AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Sat,NotApplicable,1/07/14
AggravatedSexualAssault,Sumner.,CanterburyRegion,1,1,Thu,NotApplicable,1/07/14
AggravatedSexualAssault,HuttCentral.,WellingtonRegion,1,1,Tue,NotApplicable,1/07/14
AggravatedSexualAssault,Parkside.,CanterburyRegion,1,1,Tue,NotApplicable,1/07/14
AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,UNKNOWN,None,1/07/14
AggravatedSexualAssault,KilbirnieEast.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/07/14
AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/07/14
AggravatedSexualAssault,Seaview.,CanterburyRegion,1,1,UNKNOWN,None,1/07/14
AggravatedSexualAssault,Sydenham.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/07/14
AggravatedSexualAssault,TahunaHills.,NelsonRegion,1,1,UNKNOWN,NotApplicable,1/07/14
AggravatedSexualAssault,TaurangaHospital.,BayofPlentyRegion,1,1,Fri,NotApplicable,1/07/14
AggravatedSexualAssault,Omanu.,BayofPlentyRegion,1,1,Sun,NotApplicable,1/07/14
AggravatedSexualAssault,PalmBeach.,BayofPlentyRegion,1,1,Thu,NotApplicable,1/07/14
AggravatedSexualAssault,SulphurPoint.,BayofPlentyRegion,1,1,Thu,NotApplicable,1/07/14
AggravatedSexualAssault,Bellevue.,BayofPlentyRegion,1,1,Wed,NotApplicable,1/07/14
AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Fri,NotApplicable,1/07/14
AggravatedSexualAssault,HamiltonLake.,WaikatoRegion,1,1,Sun,NotStated,1/07/14
Non-AggravatedSexualAssault,HamiltonLake.,WaikatoRegion,1,1,Thu,NotApplicable,1/07/14
Non-AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Thu,NotStated,1/07/14
AggravatedSexualAssault,FranktonJunction.,WaikatoRegion,1,1,Tue,NotApplicable,1/07/14
AggravatedSexualAssault,Clarkin.,WaikatoRegion,1,1,Tue,NotStated,1/07/14
AggravatedSexualAssault,LeamingtonEast.,WaikatoRegion,1,1,Tue,NotApplicable,1/07/14
AggravatedSexualAssault,TePahu.,WaikatoRegion,4,1,UNKNOWN,NotStated,1/07/14
Non-AggravatedSexualAssault,TePahu.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/07/14
AggravatedSexualAssault,Aotea.,WaikatoRegion,1,1,Sun,NotApplicable,1/07/14
AggravatedSexualAssault,Pomare.,BayofPlentyRegion,1,1,Fri,NotApplicable,1/07/14
AggravatedSexualAssault,WesternHeights.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/07/14
Non-AggravatedSexualAssault,Kuirau.,BayofPlentyRegion,1,1,Wed,NotApplicable,1/07/14
AggravatedSexualAssault,PukekoheNorth.,AucklandRegion,1,1,Mon,NotApplicable,1/07/14
AggravatedSexualAssault,PapakuraEast.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/07/14
AggravatedSexualAssault,PapatoetoeNorth.,AucklandRegion,1,1,Sat,NotApplicable,1/07/14
AggravatedSexualAssault,WembleyPark.,Manawatu-WanganuiRegion,1,1,Sat,NotApplicable,1/07/14
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Tue,NotApplicable,1/07/14
AggravatedSexualAssault,TakaniniSouth.,AucklandRegion,1,1,Fri,NotStated,1/07/14
Non-AggravatedSexualAssault,ManurewaCentral.,AucklandRegion,1,1,Mon,NotApplicable,1/07/14
Non-AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Sat,NotStated,1/07/14
Non-AggravatedSexualAssault,PapatoetoeCentral.,AucklandRegion,1,1,Sun,NotApplicable,1/07/14
AggravatedSexualAssault,OtahuhuWest.,AucklandRegion,1,1,Thu,NotStated,1/07/14
Non-AggravatedSexualAssault,GraftonEast.,AucklandRegion,1,1,Wed,NotApplicable,1/07/14
Non-AggravatedSexualAssault,Sunshine-HospitalHill.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotApplicable,1/07/14
Non-AggravatedSexualAssault,Fordell-Kakatahi.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotApplicable,1/07/14
Non-AggravatedSexualAssault,KarikariPeninsula-Maungataniwha.,NorthlandRegion,1,1,UNKNOWN,NotApplicable,1/07/14
AggravatedSexualAssault,HendersonSouth.,AucklandRegion,1,1,Wed,NotApplicable,1/07/14
Non-AggravatedSexualAssault,TakapunaCentral.,AucklandRegion,1,1,Wed,NotApplicable,1/07/14
AggravatedSexualAssault,Strowan.,CanterburyRegion,1,1,Mon,NotApplicable,1/07/14
Non-AggravatedSexualAssault,Lyttelton.,CanterburyRegion,1,1,Sun,NotStated,1/07/14
AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Tue,NotApplicable,1/07/14
AggravatedSexualAssault,Islington.,CanterburyRegion,1,1,Tue,NotApplicable,1/07/14
Non-AggravatedSexualAssault,Mangakaretu.,WaikatoRegion,1,1,Thu,Knife,1/03/16
AggravatedSexualAssault,Nukuhau.,WaikatoRegion,1,1,Sat,NotApplicable,1/03/16
AggravatedSexualAssault,Kuirau.,BayofPlentyRegion,1,1,Mon,NotApplicable,1/03/16
AggravatedSexualAssault,PapakuraEast.,AucklandRegion,1,1,Fri,NotApplicable,1/07/16
AggravatedSexualAssault,Mascot.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/07/16
AggravatedSexualAssault,Lansdowne.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/07/16
Non-AggravatedSexualAssault,GreyLynnEast.,AucklandRegion,1,1,Sat,NotApplicable,1/07/16
Non-AggravatedSexualAssault,MangereSouth.,AucklandRegion,1,1,Sat,NotStated,1/07/16
Non-AggravatedSexualAssault,Tokanui.,WaikatoRegion,1,1,Tue,NotApplicable,1/05/16
AggravatedSexualAssault,TaupoCentral.,WaikatoRegion,1,1,Fri,NotApplicable,1/05/16
AggravatedSexualAssault,TaupoCentral.,WaikatoRegion,1,1,Thu,NotApplicable,1/05/16
AggravatedSexualAssault,Hilltop.,WaikatoRegion,1,1,UNKNOWN,NotApplicable,1/05/16
Non-AggravatedSexualAssault,Kuirau.,BayofPlentyRegion,1,1,Sat,NotApplicable,1/05/16
AggravatedSexualAssault,NgongotahaSouth.,BayofPlentyRegion,1,1,Wed,NotApplicable,1/05/16
AggravatedSexualAssault,EdenTerrace.,AucklandRegion,1,1,Sun,NotApplicable,1/07/16
Non-AggravatedSexualAssault,Lynnmall.,AucklandRegion,1,1,Thu,NotApplicable,1/07/16
Non-AggravatedSexualAssault,PalmerstonNorthCentral.,Manawatu-WanganuiRegion,1,1,Sat,NotApplicable,1/07/16
AggravatedSexualAssault,LevinWest.,Manawatu-WanganuiRegion,1,1,Tue,NotStated,1/07/16
AggravatedSexualAssault,Waiouru.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotApplicable,1/07/16
AggravatedSexualAssault,Kingseat.,AucklandRegion,1,1,Tue,NotStated,1/06/16
AggravatedSexualAssault,Camberley.,Hawke'sBayRegion,1,1,Fri,NotStated,1/06/16
AggravatedSexualAssault,GisborneCentral.,GisborneRegion,1,1,UNKNOWN,NotStated,1/06/16
AggravatedSexualAssault,Waipukurau.,Hawke'sBayRegion,1,1,UNKNOWN,NotStated,1/06/16
AggravatedSexualAssault,OnekawaSouth.,Hawke'sBayRegion,1,1,UNKNOWN,NotStated,1/06/16
AggravatedSexualAssault,TamateaNorth.,Hawke'sBayRegion,1,1,UNKNOWN,NotStated,1/06/16
AggravatedSexualAssault,KamoEast.,NorthlandRegion,1,1,Sun,NotApplicable,1/05/16
AggravatedSexualAssault,TaurangaCentral.,BayofPlentyRegion,1,1,Sun,NotApplicable,1/05/16
AggravatedSexualAssault,Pongakawa.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/05/16
Non-AggravatedSexualAssault,GisborneCentral.,GisborneRegion,1,1,Wed,NotApplicable,1/08/16
AggravatedSexualAssault,GonvilleWest.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotApplicable,1/08/16
Non-AggravatedSexualAssault,PukekoheNorth.,AucklandRegion,1,1,Sat,NotApplicable,1/08/16
AggravatedSexualAssault,DannevirkeEast.,Manawatu-WanganuiRegion,1,1,Tue,NotApplicable,1/08/16
Non-AggravatedSexualAssault,Poukawa.,Hawke'sBayRegion,1,1,Wed,NotApplicable,1/08/16
AggravatedSexualAssault,AucklandHarbourside.,AucklandRegion,1,1,Sun,NotApplicable,1/08/16
Non-AggravatedSexualAssault,PalmerstonNorthCentral.,Manawatu-WanganuiRegion,1,1,Sun,NotStated,1/08/16
AggravatedSexualAssault,KelvinGrove.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotApplicable,1/08/16
AggravatedSexualAssault,TawaSouth.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/08/16
Non-AggravatedSexualAssault,Moturoa.,TaranakiRegion,1,1,UNKNOWN,NotApplicable,1/08/16
Non-AggravatedSexualAssault,WaitaraWest.,TaranakiRegion,2,1,UNKNOWN,NotStated,1/08/16
AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Fri,NotStated,1/06/16
AggravatedSexualAssault,HagleyPark.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/07/14
AggravatedSexualAssault,Paparua.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/07/14
Non-AggravatedSexualAssault,TaurangaHospital.,BayofPlentyRegion,1,1,Fri,NotApplicable,1/07/14
Non-AggravatedSexualAssault,WesternHeights.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/07/14
AggravatedSexualAssault,Paerata-CapeHill.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/09/16
AggravatedSexualAssault,AndersonPark.,Hawke'sBayRegion,1,1,Sat,NotApplicable,1/09/16
AggravatedSexualAssault,Whatawhata.,WaikatoRegion,1,1,Wed,NotApplicable,1/06/16
Non-AggravatedSexualAssault,CambridgeCentral.,WaikatoRegion,1,1,Sat,NotApplicable,1/06/16
AggravatedSexualAssault,TeAwamutuEast.,WaikatoRegion,1,1,Sun,NotApplicable,1/06/16
AggravatedSexualAssault,Mangakakahi.,BayofPlentyRegion,1,1,Fri,NotApplicable,1/06/16
Non-AggravatedSexualAssault,Kuirau.,BayofPlentyRegion,1,1,Fri,NotApplicable,1/06/16
AggravatedSexualAssault,HomaiEast.,AucklandRegion,1,1,Wed,NotApplicable,1/06/16
AggravatedSexualAssault,Kopuaranga.,WellingtonRegion,1,1,Thu,NotApplicable,1/09/16
AggravatedSexualAssault,OnekawaSouth.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/09/16
Non-AggravatedSexualAssault,HastingsCentral.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/09/16
AggravatedSexualAssault,SandringhamWest.,AucklandRegion,1,1,Fri,NotApplicable,1/09/16
AggravatedSexualAssault,TakapunaCentral.,AucklandRegion,1,1,Fri,NotStated,1/08/16
Non-AggravatedSexualAssault,Wharekohe-Oakleigh.,NorthlandRegion,1,1,Fri,NotApplicable,1/08/16
AggravatedSexualAssault,OtaraNorth.,AucklandRegion,1,1,Mon,NotApplicable,1/06/16
AggravatedSexualAssault,Leabank.,AucklandRegion,1,1,Fri,NotApplicable,1/09/16
Non-AggravatedSexualAssault,AucklandHarbourside.,AucklandRegion,1,1,Sat,NotApplicable,1/06/16
AggravatedSexualAssault,MangereEast.,AucklandRegion,2,1,Mon,NotApplicable,1/09/16
Non-AggravatedSexualAssault,Ferguson.,AucklandRegion,1,1,Sat,NotApplicable,1/06/16
AggravatedSexualAssault,HillsboroughEast.,AucklandRegion,1,1,Mon,NotStated,1/09/16
Non-AggravatedSexualAssault,PointEngland.,AucklandRegion,1,1,Mon,NotApplicable,1/09/16
Non-AggravatedSexualAssault,AucklandCentralEast.,AucklandRegion,1,1,Sun,NotApplicable,1/06/16
Non-AggravatedSexualAssault,Waitangirua.,WellingtonRegion,1,1,Mon,NotApplicable,1/06/16
Non-AggravatedSexualAssault,Elsdon-Takapuwahia.,WellingtonRegion,1,1,Sun,NotApplicable,1/06/16
AggravatedSexualAssault,NorthHarbourEast.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/08/16
AggravatedSexualAssault,Mapua.,TasmanRegion,1,1,Fri,NotApplicable,1/08/16
Non-AggravatedSexualAssault,Lambton.,WellingtonRegion,1,1,Mon,NotApplicable,1/08/16
AggravatedSexualAssault,HagleyPark.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/08/16
Non-AggravatedSexualAssault,NewtownWest.,WellingtonRegion,1,1,UNKNOWN,NotStated,1/08/16
